Season,Race,RaceStop,RaceDate,Market,Name/Result,EU Odds,US Odds
2024,Japan,4,4/7/2024,Highest Scoring Team,Red Bull,1.12,-833
2024,Japan,4,4/7/2024,Highest Scoring Team,Ferrari,8.00,700
2024,Japan,4,4/7/2024,Highest Scoring Team,McLaren,13.00,1200
2024,Japan,4,4/7/2024,Highest Scoring Team,Mercedes,21.00,2000
2024,Japan,4,4/7/2024,Highest Scoring Team,Aston Martin,41.00,4000
2024,Japan,4,4/7/2024,Highest Scoring Team,Alpine,151.00,15000
2024,Japan,4,4/7/2024,Highest Scoring Team,Haas,151.00,15000
2024,Japan,4,4/7/2024,Highest Scoring Team,RB,151.00,15000
2024,Japan,4,4/7/2024,Highest Scoring Team,Sauber,151.00,15000
2024,Japan,4,4/7/2024,Highest Scoring Team,Williams,151.00,15000
2024,Japan,4,4/7/2024,Safety Car,Yes,1.32,-313
2024,Japan,4,4/7/2024,Safety Car,No,3.20,220
2024,Japan,4,4/7/2024,Winning Margin,Over 10 seconds,1.50,-200
2024,Japan,4,4/7/2024,Winning Margin,Under 5 seconds,4.75,375
2024,Japan,4,4/7/2024,Winning Margin,Between 5-10 seconds,4.00,300
2024,China,5,4/21/2024,Event Winner,Max Verstappen,1.15,-667
2024,China,5,4/21/2024,Event Winner,Sergio Perez,13.00,1200
2024,China,5,4/21/2024,Event Winner,Carlos Sainz,15.00,1400
2024,China,5,4/21/2024,Event Winner,Charles Leclerc,15.00,1400
2024,China,5,4/21/2024,Event Winner,Fernando Alonso,41.00,4000
2024,China,5,4/21/2024,Event Winner,George Russell,41.00,4000
2024,China,5,4/21/2024,Event Winner,Lando Norris,41.00,4000
2024,China,5,4/21/2024,Event Winner,Lewis Hamilton,41.00,4000
2024,China,5,4/21/2024,Event Winner,Oscar Piastri,151.00,15000
2024,China,5,4/21/2024,Event Winner,Alex Albon,601.00,60000
2024,China,5,4/21/2024,Event Winner,Daniel Ricciardo,601.00,60000
2024,China,5,4/21/2024,Event Winner,Esteban Ocon,601.00,60000
2024,China,5,4/21/2024,Event Winner,Kevin Magnussen,601.00,60000
2024,China,5,4/21/2024,Event Winner,Lance Stroll,601.00,60000
2024,China,5,4/21/2024,Event Winner,Logan Sargeant,601.00,60000
2024,China,5,4/21/2024,Event Winner,Nico Hulkenberg,601.00,60000
2024,China,5,4/21/2024,Event Winner,Pierre Gasly,601.00,60000
2024,China,5,4/21/2024,Event Winner,Valtteri Bottas,601.00,60000
2024,China,5,4/21/2024,Event Winner,Yuki Tsunoda,601.00,60000
2024,China,5,4/21/2024,Event Winner,Zhou Guanyu,601.00,60000
2024,China,5,4/21/2024,Top Qualifier,Max Verstappen,1.55,-182
2024,China,5,4/21/2024,Top Qualifier,Carlos Sainz,6.00,500
2024,China,5,4/21/2024,Top Qualifier,Charles Leclerc,6.00,500
2024,China,5,4/21/2024,Top Qualifier,Sergio Perez,9.00,800
2024,China,5,4/21/2024,Top Qualifier,George Russell,34.00,3300
2024,China,5,4/21/2024,Top Qualifier,Lando Norris,34.00,3300
2024,China,5,4/21/2024,Top Qualifier,Lewis Hamilton,34.00,3300
2024,China,5,4/21/2024,Top Qualifier,Fernando Alonso,67.00,6600
2024,China,5,4/21/2024,Top Qualifier,Oscar Piastri,67.00,6600
2024,China,5,4/21/2024,Top Qualifier,Alex Albon,151.00,15000
2024,China,5,4/21/2024,Top Qualifier,Daniel Ricciardo,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Esteban Ocon,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Kevin Magnussen,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Logan Sargeant,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Lance Stroll,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Nico Hulkenberg,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Pierre Gasly,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Valtteri Bottas,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Yuki Tsunoda,301.00,30000
2024,China,5,4/21/2024,Top Qualifier,Zhou Guanyu,301.00,30000
2024,China,5,4/21/2024,Top 6,Max Verstappen,1.08,-1250
2024,China,5,4/21/2024,Top 6,Carlos Sainz,1.15,-667
2024,China,5,4/21/2024,Top 6,Charles Leclerc,1.15,-667
2024,China,5,4/21/2024,Top 6,Sergio Perez,1.15,-667
2024,China,5,4/21/2024,Top 6,Lando Norris,1.30,-333
2024,China,5,4/21/2024,Top 6,George Russell,1.60,-167
2024,China,5,4/21/2024,Top 6,Lewis Hamilton,1.60,-167
2024,China,5,4/21/2024,Top 6,Oscar Piastri,1.60,-167
2024,China,5,4/21/2024,Top 6,Fernando Alonso,2.60,160
2024,China,5,4/21/2024,Top 6,Lance Stroll,9.00,800
2024,China,5,4/21/2024,Top 6,Daniel Ricciardo,17.00,1600
2024,China,5,4/21/2024,Top 6,Yuki Tsunoda,17.00,1600
2024,China,5,4/21/2024,Top 6,Alex Albon,26.00,2500
2024,China,5,4/21/2024,Top 6,Kevin Magnussen,26.00,2500
2024,China,5,4/21/2024,Top 6,Nico Hulkenberg,26.00,2500
2024,China,5,4/21/2024,Top 6,Valtteri Bottas,41.00,4000
2024,China,5,4/21/2024,Top 6,Zhou Guanyu,41.00,4000
2024,China,5,4/21/2024,Top 6,Esteban Ocon,67.00,6600
2024,China,5,4/21/2024,Top 6,Logan Sargeant,67.00,6600
2024,China,5,4/21/2024,Top 6,Pierre Gasly,67.00,6600
2024,China,5,4/21/2024,Top 10,Max Verstappen,1.07,-1429
2024,China,5,4/21/2024,Top 10,Carlos Sainz,1.10,-1000
2024,China,5,4/21/2024,Top 10,Charles Leclerc,1.10,-1000
2024,China,5,4/21/2024,Top 10,Sergio Perez,1.10,-1000
2024,China,5,4/21/2024,Top 10,George Russell,1.15,-667
2024,China,5,4/21/2024,Top 10,Lando Norris,1.15,-667
2024,China,5,4/21/2024,Top 10,Lewis Hamilton,1.15,-667
2024,China,5,4/21/2024,Top 10,Fernando Alonso,1.20,-500
2024,China,5,4/21/2024,Top 10,Oscar Piastri,1.20,-500
2024,China,5,4/21/2024,Top 10,Lance Stroll,1.60,-167
2024,China,5,4/21/2024,Top 10,Yuki Tsunoda,1.80,-125
2024,China,5,4/21/2024,Top 10,Daniel Ricciardo,2.60,160
2024,China,5,4/21/2024,Top 10,Alex Albon,3.00,200
2024,China,5,4/21/2024,Top 10,Kevin Magnussen,3.00,200
2024,China,5,4/21/2024,Top 10,Nico Hulkenberg,3.00,200
2024,China,5,4/21/2024,Top 10,Esteban Ocon,9.00,800
2024,China,5,4/21/2024,Top 10,Valtteri Bottas,9.00,800
2024,China,5,4/21/2024,Top 10,Zhou Guanyu,9.00,800
2024,China,5,4/21/2024,Top 10,Pierre Gasly,11.00,1000
2024,China,5,4/21/2024,Top 10,Logan Sargeant,13.00,1200
2024,China,5,4/21/2024,Highest Scoring Team,Red Bull,1.07,-1429
2024,China,5,4/21/2024,Highest Scoring Team,Ferrari,7.00,600
2024,China,5,4/21/2024,Highest Scoring Team,Aston Martin,21.00,2000
2024,China,5,4/21/2024,Highest Scoring Team,McLaren,21.00,2000
2024,China,5,4/21/2024,Highest Scoring Team,Mercedes,21.00,2000
2024,China,5,4/21/2024,Highest Scoring Team,Alpine,151.00,15000
2024,China,5,4/21/2024,Highest Scoring Team,Haas,151.00,15000
2024,China,5,4/21/2024,Highest Scoring Team,Visa Cash App RB,151.00,15000
2024,China,5,4/21/2024,Highest Scoring Team,Sauber,151.00,15000
2024,China,5,4/21/2024,Highest Scoring Team,Williams,151.00,15000
2024,China,5,4/21/2024,Safety Car,Yes,1.60,-167
2024,China,5,4/21/2024,Safety Car,No,2.20,120
2024,China,5,4/21/2024,Winning Margin,Over 10 seconds,1.60,-167
2024,China,5,4/21/2024,Winning Margin,Under 5 seconds,4.30,330
2024,China,5,4/21/2024,Winning Margin,Between 5-10 seconds,3.75,275
2024,Miami,6,5/5/2024,Event Winner,Max Verstappen,1.15,-667
2024,Miami,6,5/5/2024,Event Winner,Sergio Perez,13.00,1200
2024,Miami,6,5/5/2024,Event Winner,Lando Norris,21.00,2000
2024,Miami,6,5/5/2024,Event Winner,Charles Leclerc,21.00,2000
2024,Miami,6,5/5/2024,Event Winner,Carlos Sainz,21.00,2000
2024,Miami,6,5/5/2024,Event Winner,Oscar Piastri,51.00,5000
2024,Miami,6,5/5/2024,Event Winner,George Russell,51.00,5000
2024,Miami,6,5/5/2024,Event Winner,Lewis Hamilton,51.00,5000
2024,Miami,6,5/5/2024,Event Winner,Nico Hulkenberg,51.00,5000
2024,Miami,6,5/5/2024,Event Winner,Fernando Alonso,67.00,6600
2024,Miami,6,5/5/2024,Event Winner,Lance Stroll,251.00,25000
2024,Miami,6,5/5/2024,Event Winner,Yuki Tsunoda,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Daniel Ricciardo,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Esteban Ocon,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Pierre Gasly,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Kevin Magnussen,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Alex Albon,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Valtteri Bottas,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Zhou Guanyu,601.00,60000
2024,Miami,6,5/5/2024,Event Winner,Logan Sargeant,601.00,60000
2024,Miami,6,5/5/2024,Top Qualifier,Max Verstappen,1.28,-357
2024,Miami,6,5/5/2024,Top Qualifier,Sergio Perez,7.00,600
2024,Miami,6,5/5/2024,Top Qualifier,Charles Leclerc,15.00,1400
2024,Miami,6,5/5/2024,Top Qualifier,Carlos Sainz,17.00,1600
2024,Miami,6,5/5/2024,Top Qualifier,Lando Norris,17.00,1600
2024,Miami,6,5/5/2024,Top Qualifier,Oscar Piastri,34.00,3300
2024,Miami,6,5/5/2024,Top Qualifier,Fernando Alonso,34.00,3300
2024,Miami,6,5/5/2024,Top Qualifier,George Russell,51.00,5000
2024,Miami,6,5/5/2024,Top Qualifier,Lewis Hamilton,51.00,5000
2024,Miami,6,5/5/2024,Top Qualifier,Lance Stroll,151.00,15000
2024,Miami,6,5/5/2024,Top Qualifier,Alex Albon,151.00,15000
2024,Miami,6,5/5/2024,Top Qualifier,Nico Hulkenberg,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Yuki Tsunoda,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Daniel Ricciardo,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Esteban Ocon,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Pierre Gasly,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Kevin Magnussen,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Valtteri Bottas,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Zhou Guanyu,301.00,30000
2024,Miami,6,5/5/2024,Top Qualifier,Logan Sargeant,301.00,30000
2024,Miami,6,5/5/2024,Top 6,Max Verstappen,1.08,-1250
2024,Miami,6,5/5/2024,Top 6,Sergio Perez,1.10,-1000
2024,Miami,6,5/5/2024,Top 6,Charles Leclerc,1.15,-667
2024,Miami,6,5/5/2024,Top 6,Carlos Sainz,1.15,-667
2024,Miami,6,5/5/2024,Top 6,Lando Norris,1.20,-500
2024,Miami,6,5/5/2024,Top 6,Oscar Piastri,1.65,-154
2024,Miami,6,5/5/2024,Top 6,George Russell,1.80,-125
2024,Miami,6,5/5/2024,Top 6,Lewis Hamilton,1.90,-111
2024,Miami,6,5/5/2024,Top 6,Fernando Alonso,2.40,140
2024,Miami,6,5/5/2024,Top 6,Lance Stroll,10.00,900
2024,Miami,6,5/5/2024,Top 6,Yuki Tsunoda,13.00,1200
2024,Miami,6,5/5/2024,Top 6,Daniel Ricciardo,15.00,1400
2024,Miami,6,5/5/2024,Top 6,Nico Hulkenberg,17.00,1600
2024,Miami,6,5/5/2024,Top 6,Alex Albon,26.00,2500
2024,Miami,6,5/5/2024,Top 6,Kevin Magnussen,26.00,2500
2024,Miami,6,5/5/2024,Top 6,Valtteri Bottas,34.00,3300
2024,Miami,6,5/5/2024,Top 6,Esteban Ocon,41.00,4000
2024,Miami,6,5/5/2024,Top 6,Zhou Guanyu,41.00,4000
2024,Miami,6,5/5/2024,Top 6,Pierre Gasly,51.00,5000
2024,Miami,6,5/5/2024,Top 6,Logan Sargeant,67.00,6600
2024,Miami,6,5/5/2024,Top 10,Max Verstappen,1.06,-1667
2024,Miami,6,5/5/2024,Top 10,Sergio Perez,1.10,-1000
2024,Miami,6,5/5/2024,Top 10,Charles Leclerc,1.12,-833
2024,Miami,6,5/5/2024,Top 10,Carlos Sainz,1.12,-833
2024,Miami,6,5/5/2024,Top 10,Lando Norris,1.12,-833
2024,Miami,6,5/5/2024,Top 10,George Russell,1.15,-667
2024,Miami,6,5/5/2024,Top 10,Lewis Hamilton,1.15,-667
2024,Miami,6,5/5/2024,Top 10,Oscar Piastri,1.15,-667
2024,Miami,6,5/5/2024,Top 10,Fernando Alonso,1.20,-500
2024,Miami,6,5/5/2024,Top 10,Lance Stroll,1.65,-154
2024,Miami,6,5/5/2024,Top 10,Yuki Tsunoda,2.50,150
2024,Miami,6,5/5/2024,Top 10,Daniel Ricciardo,2.75,175
2024,Miami,6,5/5/2024,Top 10,Nico Hulkenberg,2.75,175
2024,Miami,6,5/5/2024,Top 10,Alex Albon,3.75,275
2024,Miami,6,5/5/2024,Top 10,Kevin Magnussen,3.75,275
2024,Miami,6,5/5/2024,Top 10,Valtteri Bottas,3.75,275
2024,Miami,6,5/5/2024,Top 10,Esteban Ocon,5.50,450
2024,Miami,6,5/5/2024,Top 10,Pierre Gasly,6.00,500
2024,Miami,6,5/5/2024,Top 10,Zhou Guanyu,8.00,700
2024,Miami,6,5/5/2024,Top 10,Logan Sargeant,15.00,1400
2024,Miami,6,5/5/2024,Highest Scoring Team,Red Bull,1.09,-1111
2024,Miami,6,5/5/2024,Highest Scoring Team,Ferrari,10.00,900
2024,Miami,6,5/5/2024,Highest Scoring Team,McLaren,13.00,1200
2024,Miami,6,5/5/2024,Highest Scoring Team,Mercedes,19.00,1800
2024,Miami,6,5/5/2024,Highest Scoring Team,Aston Martin,41.00,4000
2024,Miami,6,5/5/2024,Highest Scoring Team,Alpine,151.00,15000
2024,Miami,6,5/5/2024,Highest Scoring Team,Haas,151.00,15000
2024,Miami,6,5/5/2024,Highest Scoring Team,RB,151.00,15000
2024,Miami,6,5/5/2024,Highest Scoring Team,Kick Sauber,151.00,15000
2024,Miami,6,5/5/2024,Highest Scoring Team,Williams,151.00,15000
2024,Miami,6,5/5/2024,Safety Car,Yes,1.30,-333
2024,Miami,6,5/5/2024,Safety Car,No,3.25,225
2024,Miami,6,5/5/2024,Winning Margin,Over 10 seconds,1.55,-182
2024,Miami,6,5/5/2024,Winning Margin,Under 5 seconds,3.25,225
2024,Miami,6,5/5/2024,Winning Margin,Between 5-10 seconds,6.00,500
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Max Verstappen,1.18,-556
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Lando Norris,9.00,800
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Charles Leclerc,15.00,1400
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Sergio Perez,15.00,1400
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Carlos Sainz,34.00,3300
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Oscar Piastri,41.00,4000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,George Russell,67.00,6600
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Lewis Hamilton,67.00,6600
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Fernando Alonso,126.00,12500
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Lance Stroll,251.00,25000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Yuki Tsunoda,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Daniel Ricciardo,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Esteban Ocon,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Pierre Gasly,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Nico Hulkenberg,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Kevin Magnussen,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Alex Albon,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Valtteri Bottas,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Zhou Guanyu,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Event Winner,Logan Sargeant,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Max Verstappen,1.45,-222
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Charles Leclerc,6.00,500
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Lando Norris,7.00,600
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Carlos Sainz,11.00,1000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Sergio Perez,19.00,1800
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Oscar Piastri,26.00,2500
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Fernando Alonso,67.00,6600
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,George Russell,81.00,8000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Lewis Hamilton,81.00,8000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Lance Stroll,101.00,10000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Yuki Tsunoda,251.00,25000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Daniel Ricciardo,251.00,25000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Nico Hulkenberg,301.00,30000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Esteban Ocon,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Pierre Gasly,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Kevin Magnussen,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Alex Albon,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Valtteri Bottas,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Zhou Guanyu,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top Qualifier,Logan Sargeant,601.00,60000
2024,Emilia-Romagna,7,5/19/2024,Top 6,Max Verstappen,1.08,-1250
2024,Emilia-Romagna,7,5/19/2024,Top 6,Lando Norris,1.10,-1000
2024,Emilia-Romagna,7,5/19/2024,Top 6,Charles Leclerc,1.15,-667
2024,Emilia-Romagna,7,5/19/2024,Top 6,Carlos Sainz,1.15,-667
2024,Emilia-Romagna,7,5/19/2024,Top 6,Sergio Perez,1.15,-667
2024,Emilia-Romagna,7,5/19/2024,Top 6,Oscar Piastri,1.40,-250
2024,Emilia-Romagna,7,5/19/2024,Top 6,George Russell,1.90,-111
2024,Emilia-Romagna,7,5/19/2024,Top 6,Lewis Hamilton,1.90,-111
2024,Emilia-Romagna,7,5/19/2024,Top 6,Fernando Alonso,2.75,175
2024,Emilia-Romagna,7,5/19/2024,Top 6,Lance Stroll,8.00,700
2024,Emilia-Romagna,7,5/19/2024,Top 6,Yuki Tsunoda,15.00,1400
2024,Emilia-Romagna,7,5/19/2024,Top 6,Daniel Ricciardo,21.00,2000
2024,Emilia-Romagna,7,5/19/2024,Top 6,Nico Hulkenberg,21.00,2000
2024,Emilia-Romagna,7,5/19/2024,Top 6,Esteban Ocon,26.00,2500
2024,Emilia-Romagna,7,5/19/2024,Top 6,Pierre Gasly,26.00,2500
2024,Emilia-Romagna,7,5/19/2024,Top 6,Kevin Magnussen,34.00,3300
2024,Emilia-Romagna,7,5/19/2024,Top 6,Alex Albon,34.00,3300
2024,Emilia-Romagna,7,5/19/2024,Top 6,Valtteri Bottas,41.00,4000
2024,Emilia-Romagna,7,5/19/2024,Top 6,Zhou Guanyu,51.00,5000
2024,Emilia-Romagna,7,5/19/2024,Top 6,Logan Sargeant,101.00,10000
2024,Emilia-Romagna,7,5/19/2024,Top 10,Max Verstappen,1.07,-1429
2024,Emilia-Romagna,7,5/19/2024,Top 10,Lando Norris,1.10,-1000
2024,Emilia-Romagna,7,5/19/2024,Top 10,Charles Leclerc,1.10,-1000
2024,Emilia-Romagna,7,5/19/2024,Top 10,Carlos Sainz,1.10,-1000
2024,Emilia-Romagna,7,5/19/2024,Top 10,Sergio Perez,1.10,-1000
2024,Emilia-Romagna,7,5/19/2024,Top 10,Oscar Piastri,1.15,-667
2024,Emilia-Romagna,7,5/19/2024,Top 10,George Russell,1.15,-667
2024,Emilia-Romagna,7,5/19/2024,Top 10,Lewis Hamilton,1.15,-667
2024,Emilia-Romagna,7,5/19/2024,Top 10,Fernando Alonso,1.15,-667
2024,Emilia-Romagna,7,5/19/2024,Top 10,Lance Stroll,1.60,-167
2024,Emilia-Romagna,7,5/19/2024,Top 10,Yuki Tsunoda,2.35,135
2024,Emilia-Romagna,7,5/19/2024,Top 10,Daniel Ricciardo,2.60,160
2024,Emilia-Romagna,7,5/19/2024,Top 10,Nico Hulkenberg,3.00,200
2024,Emilia-Romagna,7,5/19/2024,Top 10,Esteban Ocon,3.00,200
2024,Emilia-Romagna,7,5/19/2024,Top 10,Pierre Gasly,3.25,225
2024,Emilia-Romagna,7,5/19/2024,Top 10,Kevin Magnussen,4.00,300
2024,Emilia-Romagna,7,5/19/2024,Top 10,Alex Albon,6.00,500
2024,Emilia-Romagna,7,5/19/2024,Top 10,Valtteri Bottas,11.00,1000
2024,Emilia-Romagna,7,5/19/2024,Top 10,Zhou Guanyu,13.00,1200
2024,Emilia-Romagna,7,5/19/2024,Top 10,Logan Sargeant,17.00,1600
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Red Bull,1.16,-625
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,McLaren,6.50,550
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Ferrari,9.00,800
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Mercedes,34.00,3300
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Aston Martin,81.00,8000
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Alpine,151.00,15000
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Haas,151.00,15000
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,RB,151.00,15000
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Williams,201.00,20000
2024,Emilia-Romagna,7,5/19/2024,Highest Scoring Team,Kick Sauber,251.00,25000
2024,Emilia-Romagna,7,5/19/2024,Safety Car,Yes,1.50,-200
2024,Emilia-Romagna,7,5/19/2024,Safety Car,No,2.50,150
2024,Emilia-Romagna,7,5/19/2024,Winning Margin,Over 10 seconds,1.60,-167
2024,Emilia-Romagna,7,5/19/2024,Winning Margin,Under 5 seconds,3.00,200
2024,Emilia-Romagna,7,5/19/2024,Winning Margin,Between 5-10 seconds,6.00,500
2024,Monaco,8,5/26/2024,Event Winner,Max Verstappen,1.65,-154
2024,Monaco,8,5/26/2024,Event Winner,Charles Leclerc,6.00,500
2024,Monaco,8,5/26/2024,Event Winner,Lando Norris,6.00,500
2024,Monaco,8,5/26/2024,Event Winner,Oscar Piastri,12.00,1100
2024,Monaco,8,5/26/2024,Event Winner,Carlos Sainz,17.00,1600
2024,Monaco,8,5/26/2024,Event Winner,Sergio Perez,17.00,1600
2024,Monaco,8,5/26/2024,Event Winner,George Russell,81.00,8000
2024,Monaco,8,5/26/2024,Event Winner,Lewis Hamilton,81.00,8000
2024,Monaco,8,5/26/2024,Event Winner,Fernando Alonso,81.00,8000
2024,Monaco,8,5/26/2024,Event Winner,Lance Stroll,201.00,20000
2024,Monaco,8,5/26/2024,Event Winner,Daniel Ricciardo,301.00,30000
2024,Monaco,8,5/26/2024,Event Winner,Esteban Ocon,301.00,30000
2024,Monaco,8,5/26/2024,Event Winner,Pierre Gasly,301.00,30000
2024,Monaco,8,5/26/2024,Event Winner,Yuki Tsunoda,601.00,60000
2024,Monaco,8,5/26/2024,Event Winner,Nico Hulkenberg,601.00,60000
2024,Monaco,8,5/26/2024,Event Winner,Alex Albon,601.00,60000
2024,Monaco,8,5/26/2024,Event Winner,Kevin Magnussen,601.00,60000
2024,Monaco,8,5/26/2024,Event Winner,Valtteri Bottas,601.00,60000
2024,Monaco,8,5/26/2024,Event Winner,Zhou Guanyu,601.00,60000
2024,Monaco,8,5/26/2024,Event Winner,Logan Sargeant,601.00,60000
2024,Monaco,8,5/26/2024,Top Qualifier,Max Verstappen,2.40,140
2024,Monaco,8,5/26/2024,Top Qualifier,Charles Leclerc,4.00,300
2024,Monaco,8,5/26/2024,Top Qualifier,Lando Norris,4.00,300
2024,Monaco,8,5/26/2024,Top Qualifier,Sergio Perez,10.00,900
2024,Monaco,8,5/26/2024,Top Qualifier,Oscar Piastri,12.00,1100
2024,Monaco,8,5/26/2024,Top Qualifier,Carlos Sainz,15.00,1400
2024,Monaco,8,5/26/2024,Top Qualifier,Fernando Alonso,51.00,5000
2024,Monaco,8,5/26/2024,Top Qualifier,George Russell,67.00,6600
2024,Monaco,8,5/26/2024,Top Qualifier,Lewis Hamilton,67.00,6600
2024,Monaco,8,5/26/2024,Top Qualifier,Lance Stroll,101.00,10000
2024,Monaco,8,5/26/2024,Top Qualifier,Daniel Ricciardo,251.00,25000
2024,Monaco,8,5/26/2024,Top Qualifier,Esteban Ocon,251.00,25000
2024,Monaco,8,5/26/2024,Top Qualifier,Pierre Gasly,251.00,25000
2024,Monaco,8,5/26/2024,Top Qualifier,Yuki Tsunoda,251.00,25000
2024,Monaco,8,5/26/2024,Top Qualifier,Nico Hulkenberg,301.00,30000
2024,Monaco,8,5/26/2024,Top Qualifier,Alex Albon,601.00,60000
2024,Monaco,8,5/26/2024,Top Qualifier,Kevin Magnussen,601.00,60000
2024,Monaco,8,5/26/2024,Top Qualifier,Valtteri Bottas,601.00,60000
2024,Monaco,8,5/26/2024,Top Qualifier,Zhou Guanyu,601.00,60000
2024,Monaco,8,5/26/2024,Top Qualifier,Logan Sargeant,601.00,60000
2024,Monaco,8,5/26/2024,Top 6,Max Verstappen,1.18,-556
2024,Monaco,8,5/26/2024,Top 6,Charles Leclerc,1.15,-667
2024,Monaco,8,5/26/2024,Top 6,Lando Norris,1.15,-667
2024,Monaco,8,5/26/2024,Top 6,Sergio Perez,1.25,-400
2024,Monaco,8,5/26/2024,Top 6,Oscar Piastri,1.25,-400
2024,Monaco,8,5/26/2024,Top 6,Carlos Sainz,1.30,-333
2024,Monaco,8,5/26/2024,Top 6,Fernando Alonso,2.25,125
2024,Monaco,8,5/26/2024,Top 6,George Russell,2.25,125
2024,Monaco,8,5/26/2024,Top 6,Lewis Hamilton,2.30,130
2024,Monaco,8,5/26/2024,Top 6,Lance Stroll,8.00,700
2024,Monaco,8,5/26/2024,Top 6,Daniel Ricciardo,11.00,1000
2024,Monaco,8,5/26/2024,Top 6,Esteban Ocon,11.00,1000
2024,Monaco,8,5/26/2024,Top 6,Pierre Gasly,11.00,1000
2024,Monaco,8,5/26/2024,Top 6,Yuki Tsunoda,11.00,1000
2024,Monaco,8,5/26/2024,Top 6,Nico Hulkenberg,15.00,1400
2024,Monaco,8,5/26/2024,Top 6,Kevin Magnussen,21.00,2000
2024,Monaco,8,5/26/2024,Top 6,Alex Albon,34.00,3300
